place_overall,place_gender,sex,name,bib,division,half_split,finish
Place Overall,Place Gender,M,,BIB,Division,HALF,Finish
16355,6344,W,"Alburquerque, Helen (DOM)",22403,30-34,02:26:12,04:58:30
16356,6345,W,"Secrist, Samantha (USA)",27252,25-29,02:16:40,04:58:31
16358,6346,W,"Swanson, Jen (USA)",32499,30-34,02:15:57,04:58:31
16359,6347,W,"Samuels, Chelsea (USA)",32498,25-29,02:15:57,04:58:31
16361,6348,W,"Stein, Rachel (USA)",45887,35-39,02:28:35,04:58:32
16362,6349,W,"Robles, Monica (COL)",20254,45-49,02:13:16,04:58:32
16363,6350,W,"Hobson, Chenoa (USA)",16741,25-29,02:15:02,04:58:33
16365,6351,W,"Rudolfi, Meredith (USA)",25646,35-39,02:20:32,04:58:34
16367,6352,W,"Zarrilli, Naomi (USA)",34337,25-29,02:36:47,04:58:34
16370,6353,W,"Polich, Liz (USA)",42464,30-34,02:24:21,04:58:36
16372,6354,W,"Loya, Maryann (USA)",31895,35-39,02:23:45,04:58:37
16375,6355,W,"Bohnert, Denise (USA)",35565,40-44,02:14:12,04:58:38
16376,6356,W,"Fox, Mary (USA)",21637,35-39,02:24:22,04:58:39
16380,6357,W,"Graves, Jennifer (USA)",25706,60-64,02:24:37,04:58:41
16381,6358,W,"Joson, Kimberly (USA)",29372,25-29,02:11:36,04:58:41
16382,6359,W,"Dawkins, Erin (USA)",25798,35-39,02:13:26,04:58:42
16384,6360,W,"Masters, Whitney (USA)",40118,30-34,02:22:54,04:58:42
16386,6361,W,"Ledbetter, Dina (USA)",43672,40-44,02:25:26,04:58:43
16388,6362,W,"Nino, Diana (COL)",20005,30-34,02:27:12,04:58:44
16390,6363,W,"Spangler, Jennifer (USA)",27075,50-54,02:15:58,04:58:44
16391,6364,W,"Murry, Brittany (USA)",13931,30-34,02:12:23,04:58:45
16393,6365,W,"Wakeford, Rachel (USA)",30579,25-29,02:13:18,04:58:46
16394,6366,W,"Phan, Vivy (USA)",5990,25-29,02:08:12,04:58:46
16396,6367,W,"Perna, Cheryl (USA)",42457,45-49,02:25:12,04:58:46
16397,6368,W,"Russell, Jocelyn (USA)",25438,25-29,02:22:27,04:58:46
16400,6369,W,"Cueva, Shirley (USA)",41508,35-39,02:23:25,04:58:46
16401,6370,W,"Izmirian, Angela (USA)",43066,30-34,02:23:50,04:58:46
16402,6371,W,"Torian, Mechelle (USA)",34654,45-49,02:19:19,04:58:48
16403,6372,W,"Ward, Cody (CAN)",34531,35-39,02:34:09,04:58:50
16404,6373,W,"Campusano Espinoza, Ligia (USA)",7426,35-39,02:18:40,04:58:51
16406,6374,W,"Sieber, Paige (USA)",44374,25-29,02:20:38,04:58:51
16408,6375,W,"Hooker, Charlotte (USA)",36164,25-29,02:18:19,04:58:51
16409,6376,W,"Parrott, Kaila (USA)",33826,30-34,02:17:12,04:58:51
16410,6377,W,"Ho, Trisha (USA)",45163,40-44,02:28:33,04:58:52
16411,6378,W,"Marry, Vanessa (USA)",30733,35-39,02:30:26,04:58:52
16415,6379,W,"Conforti, Marilena (USA)",25776,40-44,02:19:14,04:58:53
16417,6380,W,"Gutierrez Pasillas, Ana Laura (MEX)",39155,30-34,02:25:27,04:58:55
16418,6381,W,"Buchalski, Kelly (USA)",27652,30-34,02:21:24,04:58:55
16420,6382,W,"Seimenis, Maria (USA)",36635,45-49,02:19:13,04:58:55
16421,6383,W,"Nunez Murray, Taylor (USA)",46106,30-34,02:21:45,04:58:56
16422,6384,W,"Davis, Kristi (USA)",39302,40-44,02:26:17,04:58:56
16423,6385,W,"Beltran Ceballos, Amparo (MEX)",19908,30-34,02:21:30,04:58:56
16424,6386,W,"Hernandez, Vanessa (USA)",28004,25-29,02:08:32,04:58:57
16425,6387,W,"Artis, Tasheri (USA)",34018,35-39,01:56:45,04:58:57
16426,6388,W,"Hilbert, Tracy (USA)",35413,30-34,02:29:47,04:58:57
16427,6389,W,"Ruckstuhl, Katy (USA)",29648,30-34,02:17:12,04:58:57
16429,6390,W,"Peterson, Mandy (USA)",36070,30-34,02:17:56,04:58:57
16430,6391,W,"Temple, Marissa (USA)",24038,25-29,02:24:05,04:58:57
16431,6392,W,"Garahan, Deirdre (USA)",30881,35-39,02:20:49,04:58:58
16436,6393,W,"James, Jillian (CAN)",44240,30-34,02:27:19,04:58:59
16437,6394,W,"Carter, Gingging (USA)",23836,45-49,02:26:17,04:58:59
16439,6395,W,"Davies, Cynthia (USA)",39617,50-54,02:26:18,04:58:59
16441,6396,W,"Bowers, Ashley (USA)",22883,25-29,02:22:01,04:59:00
16442,6397,W,"Hutchins, Sarah (USA)",9949,30-34,02:09:34,04:59:00
16443,6398,W,"Ortiz, Yesenia (USA)",9940,35-39,02:07:58,04:59:00
16444,6399,W,"Malatt, Emily (USA)",26193,35-39,02:16:00,04:59:00
16445,6400,W,"Fimreite, Patty (USA)",44331,55-59,02:19:52,04:59:01
16446,6401,W,"Carrie, Cecile (FRA)",40252,40-44,02:28:25,04:59:01
16447,6402,W,"Moen, Kathleen (USA)",27770,55-59,02:10:31,04:59:01
16448,6403,W,"Harris, Lindsay (USA)",30823,20-24,02:17:40,04:59:01
16449,6404,W,"Harris, Anastasia (USA)",44037,25-29,02:19:40,04:59:02
16450,6405,W,"Rico, Lynessa (USA)",35753,40-44,02:12:09,04:59:02
16452,6406,W,"Incaprero, Suzanne (USA)",28035,45-49,02:23:17,04:59:03
16453,6407,W,"Yamaguchi, Ria (USA)",24457,40-44,02:08:55,04:59:03
16454,6408,W,"Herrmann, Ruth (GER)",34345,50-54,02:22:49,04:59:03
16455,6409,W,"Willis, Paige (USA)",34699,25-29,02:19:38,04:59:04
16456,6410,W,"Smith, Penny (USA)",29595,40-44,02:22:27,04:59:04
16457,6411,W,"Clayton, Deleica (USA)",28436,55-59,02:22:27,04:59:05
16462,6412,W,"Nelson, Sherri (USA)",24522,45-49,02:07:49,04:59:06
16464,6413,W,"Glenn, Melissa (USA)",44813,40-44,02:18:42,04:59:07
16465,6414,W,"Padilla Salazar, Maria (MEX)",21278,25-29,02:30:18,04:59:07
16468,6415,W,"Brier, Zoe (USA)",21680,25-29,02:22:00,04:59:08
16471,6416,W,"Garces, Christine (USA)",30562,30-34,02:14:09,04:59:09
16472,6417,W,"Hunkele, Melissa (USA)",31554,45-49,02:12:54,04:59:09
16475,6418,W,"Perez, Brenda (PUR)",39238,45-49,02:27:42,04:59:10
16477,6419,W,"Santa Teresa, Jeanette (CAN)",36056,55-59,02:29:15,04:59:10
16478,6420,W,"Leitch, Abigail (USA)",20967,25-29,02:24:08,04:59:11
16479,6421,W,"Cellura, Emelia (USA)",29123,40-44,02:21:14,04:59:11
16481,6422,W,"Mendoza, Patricia (MEX)",24867,40-44,02:25:43,04:59:11
16483,6423,W,"Pelletier, Nicole (USA)",27774,45-49,02:24:13,04:59:11
16484,6424,W,"Birkner, Jen (USA)",47322,50-54,02:29:14,04:59:12
16485,6425,W,"Hooks, Rebecca (USA)",34999,45-49,02:24:02,04:59:12
16488,6426,W,"Ference, Sarah (USA)",32999,45-49,02:20:34,04:59:13
16489,6427,W,"Keough, Kelly (USA)",45495,20-24,02:21:52,04:59:14
16490,6428,W,"Portilla, Alejandra (MEX)",19913,25-29,02:20:02,04:59:14
16491,6429,W,"Ramirez, Rebecca (USA)",27228,25-29,02:27:05,04:59:14
16494,6430,W,"Beard, Julie (USA)",29488,40-44,02:17:34,04:59:16
16496,6431,W,"Demianiuk, Jaclyn (USA)",23304,35-39,02:11:19,04:59:16
16497,6432,W,"Pholvisetsit, Jidapa (THA)",25941,35-39,02:19:46,04:59:17
16500,6433,W,"Egger, Kim (USA)",46549,45-49,02:21:00,04:59:17
16501,6434,W,"Krohne, Crystal (USA)",41393,35-39,02:19:55,04:59:17
16503,6435,W,"Moser, Tammy (USA)",11906,50-54,02:08:36,04:59:17
16504,6436,W,"Courtney, Jennifer (USA)",25223,40-44,02:20:02,04:59:19
16510,6437,W,"Tasin, Nicole (USA)",26634,50-54,02:24:16,04:59:21
16513,6438,W,"Sandusky, Katie (USA)",45927,20-24,02:33:32,04:59:22
16514,6439,W,"James Hobbs, LaShaun (USA)",25769,55-59,02:10:39,04:59:22
16516,6440,W,"Blau, Erin (USA)",36791,30-34,02:17:18,04:59:23
16517,6441,W,"Macri, Diane (USA)",20770,40-44,02:21:16,04:59:23
16520,6442,W,"Fatone, Kimberly (USA)",28680,50-54,02:18:16,04:59:25
16522,6443,W,"Sam, Kimberly (USA)",38155,25-29,02:19:51,04:59:26
16524,6444,W,"Masterson, Shannon (USA)",29962,45-49,02:20:29,04:59:27
16525,6445,W,"Murphy, Courtney (USA)",35817,50-54,02:21:55,04:59:27
16527,6446,W,"Vivian, Carolyn (USA)",44454,50-54,02:22:59,04:59:28
16528,6447,W,"Fenton, Cami (USA)",43862,60-64,02:21:53,04:59:28
16532,6448,W,"Kelderman, Jessica (USA)",45190,35-39,02:19:34,04:59:30
16533,6449,W,"Perdue, Kami (USA)",11790,35-39,02:18:12,04:59:31
16534,6450,W,"Newberry, Virginia (USA)",23943,40-44,02:28:55,04:59:31
16535,6451,W,"Dickson, Teresa (USA)",40403,60-64,02:25:37,04:59:32
16537,6452,W,"Ward, Stephanie (CAN)",1790,40-44,02:10:14,04:59:33
16539,6453,W,"Levy, Ting (USA)",23696,40-44,02:24:14,04:59:33
16540,6454,W,"Andrews, Bree (USA)",40268,45-49,02:16:43,04:59:33
16544,6455,W,"Kocks, Sue (USA)",25877,60-64,02:23:49,04:59:34
16547,6456,W,"Mitgang, Liza (USA)",23388,30-34,02:24:08,04:59:35
16549,6457,W,"Llano, Cayetana (COL)",39001,19 and under,02:25:54,04:59:36
16550,6458,W,"Mercado, DeLaura (USA)",44077,35-39,02:19:51,04:59:37
16551,6459,W,"Getman, Amy (USA)",30830,45-49,02:13:14,04:59:37
16552,6460,W,"Ugarte Solis, Maria (CRC)",20277,25-29,02:22:44,04:59:37
16555,6461,W,"Lobo, Andrea (MEX)",21166,20-24,02:20:38,04:59:38
16556,6462,W,"Kroth, Sarah (USA)",8934,30-34,02:27:34,04:59:38
16557,6463,W,"DiTosto, Julia (USA)",35233,20-24,02:13:30,04:59:38
16561,6464,W,"Ziv, Nicole (USA)",23733,25-29,02:15:38,04:59:40
16564,6465,W,"Shaw, Joni (USA)",35978,40-44,02:17:20,04:59:40
16565,6466,W,"Hartmann Kukes, Abigail (USA)",37827,35-39,02:24:22,04:59:41
16566,6467,W,"Cress, Natalie (USA)",43271,20-24,02:20:58,04:59:41
16567,6468,W,"Morgan, Ashley (USA)",41740,30-34,02:30:39,04:59:41
16569,6469,W,"Pacheco, Rosana (USA)",20614,50-54,02:16:34,04:59:44
16570,6470,W,"Huang, Li (USA)",42166,50-54,02:28:39,04:59:45
16574,6471,W,"Jantzen, Valerie (USA)",21688,25-29,02:22:53,04:59:46
16575,6472,W,"Fritz, Meredith (USA)",34617,35-39,02:22:35,04:59:46
16576,6473,W,"Paredes, Maria (MEX)",20932,35-39,02:16:40,04:59:46
16577,6474,W,"Kennedy, Lauren (USA)",46900,35-39,02:28:48,04:59:47
16578,6475,W,"Young, Jamie (USA)",42971,25-29,02:19:11,04:59:47
16580,6476,W,"Elek, Danielle (USA)",31376,30-34,02:19:02,04:59:47
16581,6477,W,"Thompson, Laura (USA)",37685,50-54,02:15:06,04:59:47
16584,6478,W,"Hamilton, Veronica (USA)",33728,35-39,02:08:31,04:59:49
16589,6479,W,"Page, Whitney (USA)",43555,35-39,02:23:55,04:59:52
16590,6480,W,"Jimenez, Alejandra (CRC)",19745,35-39,02:25:34,04:59:53
16592,6481,W,"Anand, Sehej (USA)",21694,25-29,02:24:47,04:59:55
16593,6482,W,"Hayes, Julie (USA)",24996,45-49,02:19:58,04:59:56
16596,6483,W,"Guananja, Graciela (ARG)",43214,55-59,02:20:05,04:59:57
16597,6484,W,"Brannan, Jesse (USA)",34347,40-44,02:22:39,04:59:58
16598,6485,W,"Flom, Ashley (USA)",12376,35-39,02:21:46,04:59:59
16601,6486,W,"Lakes, Angela (USA)",24044,50-54,02:19:15,05:00:00
16602,6487,W,"McGee, Erin (USA)",22866,40-44,02:17:15,05:00:00
16605,6488,W,"Henderson, Sydney (USA)",31317,20-24,02:15:08,05:00:02
16606,6489,W,"Waters, Denyse (USA)",29038,55-59,02:19:36,05:00:03
16607,6490,W,"Van Peenen, Darci (USA)",36568,55-59,02:14:43,05:00:03
16610,6491,W,"Fang, Aiguang (USA)",13155,55-59,02:19:00,05:00:04
16611,6492,W,"Padek, Laura (USA)",27135,40-44,02:18:02,05:00:04
16612,6493,W,"Gray, Valerie (USA)",34674,40-44,02:19:35,05:00:05
16613,6494,W,"Sierra, Bitia E (DOM)",22402,40-44,02:17:31,05:00:05
16616,6495,W,"Sylvester, Kelly (USA)",44721,35-39,02:24:44,05:00:06
16621,6496,W,"Fleming, Mary (USA)",27174,40-44,02:21:35,05:00:07
16626,6497,W,"Ezell, Sherry (USA)",33724,45-49,02:17:02,05:00:09
16627,6498,W,"Di Federico, Sandra Patricia (ARG)",19634,50-54,02:28:14,05:00:10
16631,6499,W,"Stella, Wendy (USA)",29017,55-59,02:15:11,05:00:11
16632,6500,W,"Gokhman, Julie (USA)",29681,25-29,02:22:46,05:00:13
16633,6501,W,"Collins, Jennifer (USA)",21943,25-29,02:28:28,05:00:13
16634,6502,W,"Aschbacher, Brooke (USA)",41132,20-24,02:16:24,05:00:13
16636,6503,W,"Bacon, Sarah (USA)",28377,35-39,02:09:17,05:00:13
16637,6504,W,"Taylor, Trish (USA)",37198,40-44,02:19:50,05:00:13
16638,6505,W,"Malkan, Amanda (USA)",31759,40-44,02:16:55,05:00:14
16639,6506,W,"Panoff, Krista (USA)",25228,50-54,02:17:39,05:00:14
16640,6507,W,"Diaz Arango, Annette (USA)",44186,40-44,02:25:51,05:00:14
16641,6508,W,"Hughes, Rachel (USA)",36718,25-29,02:25:36,05:00:15
16644,6509,W,"Gruenwald, Lindsey (USA)",33703,30-34,02:18:12,05:00:18
16646,6510,W,"Chandarraju, Meg (USA)",36090,40-44,02:31:35,05:00:20
16647,6511,W,"Foster, Jessica (USA)",33948,20-24,02:25:53,05:00:21
16648,6512,W,"Callahan, Kiley (USA)",44213,25-29,02:25:52,05:00:21
16649,6513,W,"Butler, Lindy (USA)",44727,30-34,02:25:57,05:00:21
16652,6514,W,"Dunn, Caroline (USA)",20859,45-49,02:24:18,05:00:22
16653,6515,W,"Houlihan, Amanda (USA)",28990,25-29,02:26:54,05:00:23
16654,6516,W,"Seo, Jungduk (USA)",43326,25-29,02:19:06,05:00:23
16656,6517,W,"Galewski, Lauren (USA)",39430,19 and under,02:25:11,05:00:24
16657,6518,W,"Adel, Alaina (USA)",27577,30-34,02:20:23,05:00:25
16659,6519,W,"Willert, Lindsay (USA)",45509,40-44,02:30:20,05:00:26
16661,6520,W,"Vargas, Claudia (MEX)",39367,45-49,02:20:39,05:00:27
16662,6521,W,"Hernandez, Ebenly (USA)",19408,40-44,02:11:13,05:00:29
16663,6522,W,"Musto, Martha (USA)",46183,55-59,02:29:49,05:00:29
16664,6523,W,"Bonsaint, Nancy (CAN)",21500,50-54,02:17:28,05:00:29
16666,6524,W,"Ma, Xiaoping (USA)",21768,55-59,02:22:38,05:00:30
16670,6525,W,"Mani, Nikita (USA)",25703,25-29,02:20:04,05:00:32
16672,6526,W,"Dryden, Jackie (USA)",16559,45-49,02:07:38,05:00:33
16674,6527,W,"Johlie, Julie (USA)",23918,25-29,02:17:52,05:00:34
16675,6528,W,"McGovern, Christine (USA)",33743,50-54,02:25:13,05:00:34
16676,6529,W,"Macchiavello, Melissa (PER)",26892,35-39,02:18:19,05:00:34
16678,6530,W,"Heider, Amber (USA)",37674,30-34,02:13:00,05:00:37
16679,6531,W,"Mispagel, Sarah (USA)",33842,35-39,02:31:10,05:00:38
16680,6532,W,"Griffith, Rachel (USA)",31951,30-34,02:28:28,05:00:38
16688,6533,W,"Macon, Elizabeth (USA)",29641,40-44,02:18:16,05:00:44
16689,6534,W,"Martinez, Magdalena (MEX)",3965,55-59,02:17:50,05:00:44
16694,6535,W,"Kajor, Magdalena (USA)",22996,40-44,02:12:52,05:00:51
16697,6536,W,"Bean, Francie (USA)",33528,50-54,02:16:52,05:00:52
16698,6537,W,"Hoover, Catie (USA)",26361,25-29,02:22:49,05:00:53
16699,6538,W,"Oakley, Allison (USA)",42250,30-34,02:24:22,05:00:54
16703,6539,W,"Morales Perez, Melissa (USA)",25645,30-34,02:23:21,05:00:56
16708,6540,W,"Rodriguez, Ana (COL)",15636,40-44,02:16:06,05:00:58
16709,6541,W,"Benesiunaite, Egle (LTU)",9361,30-34,02:15:12,05:00:59
16712,6542,W,"Westerfield, Caitlin (USA)",32569,20-24,02:04:30,05:00:59
16713,6543,W,"Velez, Gladys (USA)",20532,45-49,02:23:13,05:00:59
16714,6544,W,"Diaz, Karen (USA)",29323,25-29,02:12:03,05:01:00
16715,6545,W,"Gelfand, Lisa (USA)",29715,35-39,02:21:23,05:01:00
16716,6546,W,"Andrews, Trisha (USA)",25635,40-44,02:15:25,05:01:01
16722,6547,W,"Stephens, Carly (USA)",26920,25-29,02:29:11,05:01:02
16723,6548,W,"Austin, Whitney (USA)",40467,30-34,02:27:59,05:01:03
16725,6549,W,"Cheng, Marguerita (USA)",31796,50-54,02:15:38,05:01:03
16726,6550,W,"Todd, Michele (USA)",29077,50-54,02:10:40,05:01:05
16727,6551,W,"Veitch, Maddy (USA)",33943,20-24,02:32:42,05:01:05
16728,6552,W,"Cole, Sharon (USA)",28452,30-34,02:21:42,05:01:05
16730,6553,W,"Frendreis, Lauren (USA)",32469,30-34,02:21:42,05:01:06
16731,6554,W,"Philip, Jean (USA)",20983,65-69,02:16:09,05:01:06
16734,6555,W,"Palsgaard, Peggy (USA)",44898,25-29,02:28:46,05:01:07
16737,6556,W,"Luk, Linda (USA)",40068,45-49,02:15:00,05:01:09
16738,6557,W,"Cano, Maria (MEX)",45026,30-34,02:13:11,05:01:09
16739,6558,W,"Silverstein, Sarah (USA)",44373,30-34,02:13:51,05:01:10
16740,6559,W,"Skinner, Kristina (USA)",32635,25-29,02:22:36,05:01:10
16741,6560,W,"Luporini, Amber (USA)",29043,35-39,02:21:36,05:01:10
16742,6561,W,"Noralez, Karen (BIZ)",21822,35-39,02:18:05,05:01:11
16743,6562,W,"Ortega, Alais (ECU)",22413,30-34,02:22:34,05:01:13
16747,6563,W,"Pavelski, Lisa (USA)",33539,50-54,02:05:41,05:01:14
16751,6564,W,"Bolanos, Andrea (CRC)",39091,40-44,02:25:09,05:01:17
16752,6565,W,"Pizzuto, Emily (USA)",35394,25-29,02:19:48,05:01:17
16753,6566,W,"Meidinger, Lizzy (USA)",36171,20-24,02:19:49,05:01:17
16756,6567,W,"Walczak, Colleen (USA)",37081,50-54,02:10:15,05:01:19
16757,6568,W,"DePaolo, Tina (USA)",42033,45-49,02:25:19,05:01:19
16758,6569,W,"Givaudan, Renee (MEX)",39176,30-34,02:26:43,05:01:20
16759,6570,W,"Piccirilli, Kate (USA)",26507,40-44,02:15:45,05:01:20
16762,6571,W,"Greene, Anna (USA)",37138,20-24,02:15:58,05:01:22
16765,6572,W,"Brodsky, Barbara (USA)",45488,40-44,02:23:13,05:01:24
16766,6573,W,"Johns, Kari (USA)",35843,40-44,02:17:50,05:01:25
16768,6574,W,"Mueller, Noreen (USA)",9651,60-64,02:13:19,05:01:25
16771,6575,W,"Mascolino, Amy (USA)",27106,40-44,02:19:59,05:01:26
16774,6576,W,"Alvarez, Guadalupe (USA)",41188,35-39,02:18:32,05:01:27
16775,6577,W,"Colon, Tracy (USA)",41381,55-59,02:24:15,05:01:28
16781,6578,W,"Craig, Yukiko (JPN)",27659,50-54,02:01:25,05:01:31
16782,6579,W,"Montoya, LuLu (USA)",42100,25-29,02:25:11,05:01:31
16784,6580,W,"Olejnik, Caitlin (USA)",32992,30-34,02:15:13,05:01:31
16785,6581,W,"Lindemann, Lisa (USA)",30640,55-59,02:19:41,05:01:32
16787,6582,W,"Casero Lopez, Jessica (MEX)",29510,25-29,02:14:12,05:01:34
16790,6583,W,"Perez Gutierrez, Maria (MEX)",19917,60-64,02:28:23,05:01:36
16791,6584,W,"Alvarado, Rebeca (CRC)",21558,35-39,02:20:44,05:01:36
16792,6585,W,"DeMore, Harlee (USA)",21789,35-39,02:23:47,05:01:36
16793,6586,W,"Vakhitova, Luiza (RUS)",26495,25-29,02:20:26,05:01:36
16795,6587,W,"Yeager, Shelby (USA)",20847,45-49,02:23:03,05:01:37
16796,6588,W,"Schroeder, Monica (USA)",46179,40-44,02:21:23,05:01:38
16797,6589,W,"Nunez, Norma (USA)",37112,45-49,02:19:04,05:01:38
16800,6590,W,"Farinhas, Stephanie (USA)",36890,25-29,02:19:27,05:01:39
16801,6591,W,"Robinson, Danielle (USA)",10843,35-39,02:01:59,05:01:41
16802,6592,W,"Hirt, Kalie (USA)",22840,20-24,02:18:36,05:01:41
16803,6593,W,"Keyes, Michelle (USA)",36536,40-44,02:24:01,05:01:41
16804,6594,W,"Vega, Alexandra (USA)",27863,30-34,02:17:49,05:01:42
16807,6595,W,"Hill, Kristen (USA)",40150,35-39,02:22:01,05:01:43
16808,6596,W,"Reich, Rebecca (USA)",31481,40-44,02:31:22,05:01:43
16811,6597,W,"Mueller, Jane (USA)",41092,55-59,02:28:18,05:01:46
16812,6598,W,"Costagliola, Karen (USA)",14740,55-59,02:24:41,05:01:46
16813,6599,W,"Fernandez, Alejandra (CRC)",20076,25-29,01:59:07,05:01:46
16814,6600,W,"Hilbert, Brittany (USA)",30845,30-34,02:23:30,05:01:47
16815,6601,W,"Jackson, Elizabeth (USA)",37850,20-24,02:16:59,05:01:47
16820,6602,W,"Zielinski, Agnieszka (USA)",26440,30-34,02:03:54,05:01:49
16821,6603,W,"Zielinski, Caroline (USA)",24477,30-34,02:11:33,05:01:49
16829,6604,W,"White, Lindsey (USA)",30742,35-39,02:20:44,05:01:56
16832,6605,W,"Wirig, Elise (USA)",22827,20-24,02:11:21,05:01:57
16834,6606,W,"Marks, Anna (USA)",23969,50-54,02:26:43,05:01:57
16836,6607,W,"Gardner, Lori (USA)",45191,40-44,02:15:46,05:01:59
16839,6608,W,"Wright, Zoe (USA)",31978,20-24,02:21:35,05:02:01
16842,6609,W,"Jaki, Birgit (USA)",41144,50-54,02:13:32,05:02:03
16843,6610,W,"Howard, Brittany (USA)",33425,30-34,02:03:39,05:02:03
16848,6611,W,"Hoenig, Sally (USA)",27989,45-49,02:17:15,05:02:06
16850,6612,W,"Clark, Katherine (USA)",25458,40-44,02:13:28,05:02:09
16851,6613,W,"Roberts, Sarah (USA)",35808,40-44,02:27:02,05:02:10
16854,6614,W,"Sosa, Jackeline (GUA)",26017,40-44,02:24:26,05:02:11
16857,6615,W,"Bartholomew, Carrie (USA)",44072,35-39,02:27:02,05:02:14
16858,6616,W,"Powers, Elizabeth (USA)",36937,25-29,02:13:27,05:02:14
16859,6617,W,"McCoy, Veronica (USA)",36588,30-34,02:29:10,05:02:14
16860,6618,W,"Ulin, Victoria (USA)",42349,20-24,02:12:09,05:02:15
16862,6619,W,"Piggott, Claire (USA)",15935,25-29,02:16:37,05:02:15
16864,6620,W,"Rodriguez, Madison (USA)",34757,25-29,02:19:34,05:02:16
16865,6621,W,"Levine, Dawn (USA)",26597,50-54,02:19:12,05:02:16
16866,6622,W,"Hubbard, Jennifer (USA)",26146,40-44,02:22:14,05:02:16
16867,6623,W,"Stanley, Kristin (USA)",30813,30-34,02:18:29,05:02:17
16869,6624,W,"Walus, Nicole (USA)",15822,35-39,02:09:12,05:02:18
16870,6625,W,"Kenzinger, Bridget (USA)",34934,20-24,02:19:43,05:02:18
16871,6626,W,"Bodepudi, Smita (USA)",39674,45-49,02:27:20,05:02:20
16872,6627,W,"Couldry, Barbara (USA)",44453,50-54,02:22:59,05:02:20
16873,6628,W,"Humm Patnode, Amber (USA)",31420,40-44,02:15:37,05:02:20
16874,6629,W,"Ernst, Jennifer (USA)",29160,40-44,02:09:56,05:02:20
16876,6630,W,"Prieto, Natalia (USA)",28424,35-39,02:13:13,05:02:21
16877,6631,W,"Guerrero, Angelica (USA)",25770,40-44,02:25:37,05:02:21
16878,6632,W,"Lim, Grace (MAS)",31455,30-34,02:14:57,05:02:22
16882,6633,W,"Welch, Erin (USA)",35621,30-34,02:24:12,05:02:25
16884,6634,W,"Caruso, Meghan (USA)",35406,35-39,02:17:04,05:02:26
16885,6635,W,"Bailey, Nora (USA)",22929,30-34,02:24:45,05:02:27
16887,6636,W,"Davern, Heather (USA)",45324,45-49,02:22:17,05:02:28
16889,6637,W,"Winter, Katherine (USA)",20907,25-29,02:13:32,05:02:28
16891,6638,W,"Carr, Kerstyn (USA)",28683,30-34,02:26:33,05:02:29
16895,6639,W,"Lo, Elizabeth (USA)",23889,25-29,02:14:11,05:02:31
16896,6640,W,"Granados Sanchez, Luz (CRC)",21578,40-44,02:14:54,05:02:31
16898,6641,W,"Ellis, Erin (USA)",24553,35-39,02:40:07,05:02:32
16900,6642,W,"Villasana, Isabel (USA)",26089,30-34,02:15:43,05:02:33
16901,6643,W,"Vohra, Ayesha (USA)",44366,25-29,02:14:57,05:02:33
16904,6644,W,"Krull, Janene (USA)",46021,40-44,02:13:44,05:02:35
16905,6645,W,"Spaeth, Rebecca (USA)",30680,35-39,02:20:24,05:02:35
16906,6646,W,"Antillon, Violeta (USA)",47553,35-39,02:24:49,05:02:35
16908,6647,W,"Lin, Suchin (USA)",29176,30-34,02:16:47,05:02:38
16909,6648,W,"Jones, Stephanie (USA)",25129,45-49,02:24:29,05:02:38
16911,6649,W,"Murillo, Delsaret (USA)",10123,40-44,,05:02:39
16912,6650,W,"Krooswyk, Julie (USA)",39397,40-44,02:19:52,05:02:40
16915,6651,W,"Krishnamaraja, Sadhana (IND)",46178,35-39,02:19:12,05:02:40
16917,6652,W,"Higdon, Madeline (USA)",33092,25-29,02:08:48,05:02:41
16920,6653,W,"Castellon mendez, Jeny (HON)",44316,30-34,02:24:58,05:02:42
16926,6654,W,"Baiocchi, Emmeline (USA)",23992,30-34,02:26:15,05:02:42
16927,6655,W,"Roy, Valerie (USA)",39476,40-44,02:21:17,05:02:43
16929,6656,W,"Crabtree, Carolyn (USA)",15497,30-34,02:23:51,05:02:45
16930,6657,W,"Nagy, Ana (USA)",41857,25-29,02:20:18,05:02:45
16932,6658,W,"Sakai, Cassandra (USA)",24743,25-29,02:23:51,05:02:45
16933,6659,W,"Padron, Saida (MEX)",22561,45-49,02:20:34,05:02:45
16936,6660,W,"Souk, Ashley (USA)",7949,25-29,02:16:56,05:02:45
16937,6661,W,"Rowe, Colleen (USA)",41006,25-29,02:20:29,05:02:46
16940,6662,W,"Medina, Arlenys (USA)",46192,25-29,02:11:12,05:02:46
16941,6663,W,"Kennedy, Michelle (USA)",34854,45-49,02:19:46,05:02:47
16942,6664,W,"Chen, Shu (USA)",22951,30-34,02:19:09,05:02:47
16943,6665,W,"Clark, Kadri (USA)",45009,40-44,02:32:04,05:02:48
16946,6666,W,"McLaughlin, Mary Ann (USA)",34929,60-64,02:27:08,05:02:48
16947,6667,W,"Berko, Lori (USA)",33106,45-49,02:26:11,05:02:49
16950,6668,W,"Balinski, Nicole (USA)",30401,25-29,02:12:45,05:02:51
16951,6669,W,"Wlodarek, Jennifer (USA)",25802,45-49,02:23:59,05:02:51
16953,6670,W,"Lofgren, Andrea (USA)",29826,45-49,02:13:35,05:02:52
16954,6671,W,"Bullis, Kirsty (USA)",10669,40-44,02:15:43,05:02:52
16958,6672,W,"Postier, Sydney (USA)",24857,25-29,02:22:38,05:02:53
